State,Direction,Type,Site location,Distance (m),Injury (%),DAT
Wisconsin,downwind,Non-covered,N-2,2.5,40,28
Wisconsin,downwind,Non-covered,N-2,3,40,28
Wisconsin,downwind,Non-covered,N-2,3,40,28
Wisconsin,downwind,Non-covered,N-2,3,40,28
Wisconsin,downwind,Non-covered,N-2,3.5,35,28
Wisconsin,downwind,Non-covered,N-2,3.5,35,28
Wisconsin,downwind,Non-covered,N-2,3.5,35,28
Wisconsin,downwind,Non-covered,N-2,4,35,28
Wisconsin,downwind,Non-covered,N-2,4,30,28
Wisconsin,downwind,Non-covered,N-2,4,30,28
Wisconsin,downwind,Non-covered,N-2,4.5,25,28
Wisconsin,downwind,Non-covered,N-2,4.5,25,28
Wisconsin,downwind,Non-covered,N-2,4.5,35,28
Wisconsin,downwind,Non-covered,N-2,5,25,28
Wisconsin,downwind,Non-covered,N-2,5,25,28
Wisconsin,downwind,Non-covered,N-2,5,30,28
Wisconsin,downwind,Non-covered,N-2,5.5,30,28
Wisconsin,downwind,Non-covered,N-2,5.5,25,28
Wisconsin,downwind,Non-covered,N-2,5.5,25,28
Wisconsin,downwind,Non-covered,N-2,6,25,28
Wisconsin,downwind,Non-covered,N-2,6,25,28
Wisconsin,downwind,Non-covered,N-2,6,25,28
Wisconsin,downwind,Non-covered,N-2,6.5,20,28
Wisconsin,downwind,Non-covered,N-2,6.5,25,28
Wisconsin,downwind,Non-covered,N-2,6.5,20,28
Wisconsin,downwind,Non-covered,N-2,7,20,28
Wisconsin,downwind,Non-covered,N-2,7,15,28
Wisconsin,downwind,Non-covered,N-2,7,20,28
Wisconsin,downwind,Non-covered,N-2,7.5,10,28
Wisconsin,downwind,Non-covered,N-2,7.5,10,28
Wisconsin,downwind,Non-covered,N-2,7.5,10,28
Wisconsin,downwind,Non-covered,N-2,8,10,28
Wisconsin,downwind,Non-covered,N-2,8,10,28
Wisconsin,downwind,Non-covered,N-2,8,5,28
Wisconsin,downwind,Non-covered,N-2,8.5,10,28
Wisconsin,downwind,Non-covered,N-2,8.5,5,28
Wisconsin,downwind,Non-covered,N-2,8.5,10,28
Wisconsin,downwind,Non-covered,N-2,9,5,28
Wisconsin,downwind,Non-covered,N-2,9,5,28
Wisconsin,downwind,Non-covered,N-2,9,2,28
Wisconsin,downwind,Non-covered,N-2,9.5,5,28
Wisconsin,downwind,Non-covered,N-2,9.5,5,28
Wisconsin,downwind,Non-covered,N-2,9.5,2,28
Wisconsin,downwind,Non-covered,N-2,10,2,28
Wisconsin,downwind,Non-covered,N-2,10,1,28
Wisconsin,downwind,Non-covered,N-2,10,2,28
Wisconsin,downwind,Non-covered,N-3,0,,28
Wisconsin,downwind,Non-covered,N-3,0,,28
Wisconsin,downwind,Non-covered,N-3,0,,28
Wisconsin,downwind,Non-covered,N-3,0.5,45,28
Wisconsin,downwind,Non-covered,N-3,0.5,45,28
Wisconsin,downwind,Non-covered,N-3,0.5,45,28
Wisconsin,downwind,Non-covered,N-3,1,45,28
Wisconsin,downwind,Non-covered,N-3,1,40,28
Wisconsin,downwind,Non-covered,N-3,1,40,28
Wisconsin,downwind,Non-covered,N-3,1.5,40,28
Wisconsin,downwind,Non-covered,N-3,1.5,40,28
Wisconsin,downwind,Non-covered,N-3,1.5,40,28
Wisconsin,downwind,Non-covered,N-3,2,35,28
Wisconsin,downwind,Non-covered,N-3,2,40,28
Wisconsin,downwind,Non-covered,N-3,2,40,28
Wisconsin,downwind,Non-covered,N-3,2.5,35,28
Wisconsin,downwind,Non-covered,N-3,2.5,35,28
Wisconsin,downwind,Non-covered,N-3,2.5,30,28
Wisconsin,downwind,Non-covered,N-3,3,30,28
Wisconsin,downwind,Non-covered,N-3,3,30,28
Wisconsin,downwind,Non-covered,N-3,3,35,28
Wisconsin,downwind,Non-covered,N-3,3.5,30,28
Wisconsin,downwind,Non-covered,N-3,3.5,30,28
Wisconsin,downwind,Non-covered,N-3,3.5,35,28
Wisconsin,downwind,Non-covered,N-3,4,20,28
Wisconsin,downwind,Non-covered,N-3,4,20,28
Wisconsin,downwind,Non-covered,N-3,4,20,28
Wisconsin,downwind,Non-covered,N-3,4.5,25,28
Wisconsin,downwind,Non-covered,N-3,4.5,20,28
Wisconsin,downwind,Non-covered,N-3,4.5,20,28
Wisconsin,downwind,Non-covered,N-3,5,15,28
Wisconsin,downwind,Non-covered,N-3,5,10,28
Wisconsin,downwind,Non-covered,N-3,5,10,28
Wisconsin,downwind,Non-covered,N-3,5.5,15,28
Wisconsin,downwind,Non-covered,N-3,5.5,15,28
Wisconsin,downwind,Non-covered,N-3,5.5,15,28
Wisconsin,downwind,Non-covered,N-3,6,15,28
Wisconsin,downwind,Non-covered,N-3,6,10,28
Wisconsin,downwind,Non-covered,N-3,6,10,28
Wisconsin,downwind,Non-covered,N-3,6.5,15,28
Wisconsin,downwind,Non-covered,N-3,6.5,10,28
Wisconsin,downwind,Non-covered,N-3,6.5,15,28
Wisconsin,downwind,Non-covered,N-3,7,10,28
Wisconsin,downwind,Non-covered,N-3,7,10,28
Wisconsin,downwind,Non-covered,N-3,7,10,28
Wisconsin,downwind,Non-covered,N-3,7.5,5,28
Wisconsin,downwind,Non-covered,N-3,7.5,10,28
Wisconsin,downwind,Non-covered,N-3,7.5,10,28
Wisconsin,downwind,Non-covered,N-3,8,5,28
Wisconsin,downwind,Non-covered,N-3,8,8,28
Wisconsin,downwind,Non-covered,N-3,8,5,28
Wisconsin,downwind,Non-covered,N-3,8.5,10,28
Wisconsin,downwind,Non-covered,N-3,8.5,10,28
Wisconsin,downwind,Non-covered,N-3,8.5,5,28
Wisconsin,downwind,Non-covered,N-3,9,5,28
Wisconsin,downwind,Non-covered,N-3,9,5,28
Wisconsin,downwind,Non-covered,N-3,9,2,28
Wisconsin,downwind,Non-covered,N-3,9.5,5,28
Wisconsin,downwind,Non-covered,N-3,9.5,2,28
Wisconsin,downwind,Non-covered,N-3,9.5,2,28
Wisconsin,downwind,Non-covered,N-3,10,5,28
Wisconsin,downwind,Non-covered,N-3,10,5,28
Wisconsin,downwind,Non-covered,N-3,10,2,28
Wisconsin,upwind,Non-covered,S-1,0,,28
Wisconsin,upwind,Non-covered,S-1,0,,28
Wisconsin,upwind,Non-covered,S-1,0,,28
Wisconsin,upwind,Non-covered,S-1,0.5,0,28
Wisconsin,upwind,Non-covered,S-1,0.5,0,28
Wisconsin,upwind,Non-covered,S-1,0.5,0,28
Wisconsin,upwind,Non-covered,S-1,1,0,28
Wisconsin,upwind,Non-covered,S-1,1,0,28
Wisconsin,upwind,Non-covered,S-1,1,0,28
Wisconsin,upwind,Non-covered,S-1,1.5,0,28
Wisconsin,upwind,Non-covered,S-1,1.5,0,28
Wisconsin,upwind,Non-covered,S-1,1.5,0,28
Wisconsin,upwind,Non-covered,S-1,2,0,28
Wisconsin,upwind,Non-covered,S-1,2,0,28
Wisconsin,upwind,Non-covered,S-1,2,0,28
Wisconsin,upwind,Non-covered,S-1,2.5,0,28
Wisconsin,upwind,Non-covered,S-1,2.5,0,28
Wisconsin,upwind,Non-covered,S-1,2.5,0,28
Wisconsin,upwind,Non-covered,S-1,3,0,28
Wisconsin,upwind,Non-covered,S-1,3,0,28
Wisconsin,upwind,Non-covered,S-1,3,0,28
Wisconsin,upwind,Non-covered,S-1,3.5,0,28
Wisconsin,upwind,Non-covered,S-1,3.5,0,28
Wisconsin,upwind,Non-covered,S-1,3.5,0,28
Wisconsin,upwind,Non-covered,S-1,4,0,28
Wisconsin,upwind,Non-covered,S-1,4,0,28
Wisconsin,upwind,Non-covered,S-1,4,0,28
Wisconsin,upwind,Non-covered,S-1,4.5,0,28
Wisconsin,upwind,Non-covered,S-1,4.5,0,28
Wisconsin,upwind,Non-covered,S-1,4.5,0,28
Wisconsin,upwind,Non-covered,S-1,5,0,28
Wisconsin,upwind,Non-covered,S-1,5,0,28
Wisconsin,upwind,Non-covered,S-1,5,0,28
Wisconsin,upwind,Non-covered,S-1,5.5,0,28
Wisconsin,upwind,Non-covered,S-1,5.5,0,28
Wisconsin,upwind,Non-covered,S-1,5.5,0,28
Wisconsin,upwind,Non-covered,S-1,6,0,28
Wisconsin,upwind,Non-covered,S-1,6,0,28
Wisconsin,upwind,Non-covered,S-1,6,0,28
Wisconsin,upwind,Non-covered,S-1,6.5,0,28
Wisconsin,upwind,Non-covered,S-1,6.5,0,28
Wisconsin,upwind,Non-covered,S-1,6.5,0,28
Wisconsin,upwind,Non-covered,S-1,7,0,28
Wisconsin,upwind,Non-covered,S-1,7,0,28
Wisconsin,upwind,Non-covered,S-1,7,0,28
Wisconsin,upwind,Non-covered,S-1,7.5,0,28
Wisconsin,upwind,Non-covered,S-1,7.5,0,28
Wisconsin,upwind,Non-covered,S-1,7.5,0,28
Wisconsin,upwind,Non-covered,S-1,8,0,28
Wisconsin,upwind,Non-covered,S-1,8,0,28
Wisconsin,upwind,Non-covered,S-1,8,0,28
Wisconsin,upwind,Non-covered,S-1,8.5,0,28
Wisconsin,upwind,Non-covered,S-1,8.5,0,28
Wisconsin,upwind,Non-covered,S-1,8.5,0,28
Wisconsin,upwind,Non-covered,S-1,9,0,28
Wisconsin,upwind,Non-covered,S-1,9,0,28
Wisconsin,upwind,Non-covered,S-1,9,0,28
Wisconsin,upwind,Non-covered,S-1,9.5,0,28
Wisconsin,upwind,Non-covered,S-1,9.5,0,28
Wisconsin,upwind,Non-covered,S-1,9.5,0,28
Wisconsin,upwind,Non-covered,S-1,10,0,28
Wisconsin,upwind,Non-covered,S-1,10,0,28
Wisconsin,upwind,Non-covered,S-1,10,0,28
Wisconsin,downwind,Covered,N-1,0,40,28
Wisconsin,downwind,Covered,N-1,0,55,28
Wisconsin,downwind,Covered,N-1,0,50,28
Wisconsin,downwind,Covered,N-1,0.5,40,28
Wisconsin,downwind,Covered,N-1,0.5,40,28
Wisconsin,downwind,Covered,N-1,0.5,40,28
Wisconsin,downwind,Covered,N-1,1,35,28
Wisconsin,downwind,Covered,N-1,1,35,28
Wisconsin,downwind,Covered,N-1,1,30,28
Wisconsin,downwind,Covered,N-1,1.5,35,28
Wisconsin,downwind,Covered,N-1,1.5,40,28
Wisconsin,downwind,Covered,N-1,1.5,40,28
Wisconsin,downwind,Covered,N-1,2,35,28
Wisconsin,downwind,Covered,N-1,2,35,28
Wisconsin,downwind,Covered,N-1,2,35,28
Wisconsin,downwind,Covered,N-1,2.5,30,28
Wisconsin,downwind,Covered,N-1,2.5,30,28
Wisconsin,downwind,Covered,N-1,2.5,30,28
Wisconsin,downwind,Covered,N-1,3,30,28
Wisconsin,downwind,Covered,N-1,3,25,28
Wisconsin,downwind,Covered,N-1,3,25,28
Wisconsin,downwind,Covered,N-1,3.5,25,28
Wisconsin,downwind,Covered,N-1,3.5,20,28
Wisconsin,downwind,Covered,N-1,3.5,25,28
Wisconsin,downwind,Covered,N-1,4,20,28
Wisconsin,downwind,Covered,N-1,4,20,28
Wisconsin,downwind,Covered,N-1,4,25,28
Wisconsin,downwind,Covered,N-1,4.5,20,28
Wisconsin,downwind,Covered,N-1,4.5,15,28
Wisconsin,downwind,Covered,N-1,4.5,15,28
Wisconsin,downwind,Covered,N-1,5,15,28
Wisconsin,downwind,Covered,N-1,5,20,28
Wisconsin,downwind,Covered,N-1,5,15,28
Wisconsin,downwind,Covered,N-1,5.5,15,28
Wisconsin,downwind,Covered,N-1,5.5,20,28
Wisconsin,downwind,Covered,N-1,5.5,15,28
Wisconsin,downwind,Covered,N-1,6,15,28
Wisconsin,downwind,Covered,N-1,6,15,28
Wisconsin,downwind,Covered,N-1,6,15,28
Wisconsin,downwind,Covered,N-1,6.5,15,28
Wisconsin,downwind,Covered,N-1,6.5,15,28
Wisconsin,downwind,Covered,N-1,6.5,10,28
Wisconsin,downwind,Covered,N-1,7,10,28
Wisconsin,downwind,Covered,N-1,7,10,28
Wisconsin,downwind,Covered,N-1,7,15,28
Wisconsin,downwind,Covered,N-1,7.5,10,28
Wisconsin,downwind,Covered,N-1,7.5,10,28
Wisconsin,downwind,Covered,N-1,7.5,10,28
Wisconsin,downwind,Covered,N-1,8,10,28
Wisconsin,downwind,Covered,N-1,8,8,28
Wisconsin,downwind,Covered,N-1,8,5,28
Wisconsin,downwind,Covered,N-1,8.5,5,28
Wisconsin,downwind,Covered,N-1,8.5,5,28
Wisconsin,downwind,Covered,N-1,8.5,5,28
Wisconsin,downwind,Covered,N-1,9,5,28
Wisconsin,downwind,Covered,N-1,9,2,28
Wisconsin,downwind,Covered,N-1,9,5,28
Wisconsin,downwind,Covered,N-1,9.5,2,28
Wisconsin,downwind,Covered,N-1,9.5,5,28
Wisconsin,downwind,Covered,N-1,9.5,5,28
Wisconsin,downwind,Covered,N-1,10,3,28
Wisconsin,downwind,Covered,N-1,10,2,28
Wisconsin,downwind,Covered,N-1,10,2,28
Wisconsin,downwind,Covered,N-2,0,45,28
Wisconsin,downwind,Covered,N-2,0,45,28
Wisconsin,downwind,Covered,N-2,0,50,28
Wisconsin,downwind,Covered,N-2,0.5,40,28
Wisconsin,downwind,Covered,N-2,0.5,40,28
Wisconsin,downwind,Covered,N-2,0.5,40,28
Wisconsin,downwind,Covered,N-2,1,35,28
Wisconsin,downwind,Covered,N-2,1,40,28
Wisconsin,downwind,Covered,N-2,1,35,28
Wisconsin,downwind,Covered,N-2,1.5,35,28
Wisconsin,downwind,Covered,N-2,1.5,30,28
Wisconsin,downwind,Covered,N-2,1.5,35,28
Wisconsin,downwind,Covered,N-2,2,40,28
Wisconsin,downwind,Covered,N-2,2,35,28
Wisconsin,downwind,Covered,N-2,2,35,28
Wisconsin,downwind,Covered,N-2,2.5,30,28
Wisconsin,downwind,Covered,N-2,2.5,25,28
Wisconsin,downwind,Covered,N-2,2.5,25,28
Wisconsin,downwind,Covered,N-2,3,20,28
Wisconsin,downwind,Covered,N-2,3,25,28
Wisconsin,downwind,Covered,N-2,3,25,28
Wisconsin,downwind,Covered,N-2,3.5,20,28
Wisconsin,downwind,Covered,N-2,3.5,20,28
Wisconsin,downwind,Covered,N-2,3.5,15,28
Wisconsin,downwind,Covered,N-2,4,15,28
Wisconsin,downwind,Covered,N-2,4,20,28
Wisconsin,downwind,Covered,N-2,4,20,28
Wisconsin,downwind,Covered,N-2,4.5,10,28
Wisconsin,downwind,Covered,N-2,4.5,10,28
Wisconsin,downwind,Covered,N-2,4.5,8,28
Wisconsin,downwind,Covered,N-2,5,5,28
Wisconsin,downwind,Covered,N-2,5,2,28
Wisconsin,downwind,Covered,N-2,5,5,28
Wisconsin,downwind,Covered,N-2,5.5,2,28
Wisconsin,downwind,Covered,N-2,5.5,2,28
Wisconsin,downwind,Covered,N-2,5.5,1,28
Wisconsin,downwind,Covered,N-2,6,2,28
Wisconsin,downwind,Covered,N-2,6,2,28
Wisconsin,downwind,Covered,N-2,6,1,28
Wisconsin,downwind,Covered,N-2,6.5,2,28
Wisconsin,downwind,Covered,N-2,6.5,2,28
Wisconsin,downwind,Covered,N-2,6.5,1,28
Wisconsin,downwind,Covered,N-2,7,2,28
Wisconsin,downwind,Covered,N-2,7,1,28
Wisconsin,downwind,Covered,N-2,7,1,28
Wisconsin,downwind,Covered,N-2,7.5,1,28
Wisconsin,downwind,Covered,N-2,7.5,1,28
Wisconsin,downwind,Covered,N-2,7.5,2,28
Wisconsin,downwind,Covered,N-2,8,1,28
Wisconsin,downwind,Covered,N-2,8,1,28
Wisconsin,downwind,Covered,N-2,8,1,28
Wisconsin,downwind,Covered,N-2,8.5,1,28
Wisconsin,downwind,Covered,N-2,8.5,1,28
Wisconsin,downwind,Covered,N-2,8.5,1,28
Wisconsin,downwind,Covered,N-2,9,1,28
Wisconsin,downwind,Covered,N-2,9,1,28
Wisconsin,downwind,Covered,N-2,9,2,28
Wisconsin,downwind,Covered,N-2,9.5,1,28
Wisconsin,downwind,Covered,N-2,9.5,2,28
Wisconsin,downwind,Covered,N-2,9.5,3,28
Wisconsin,downwind,Covered,N-2,10,1,28
Wisconsin,downwind,Covered,N-2,10,2,28
Wisconsin,downwind,Covered,N-2,10,2,28
Wisconsin,downwind,Covered,N-3,0,40,28
Wisconsin,downwind,Covered,N-3,0,40,28
Wisconsin,downwind,Covered,N-3,0,40,28
Wisconsin,downwind,Covered,N-3,0.5,35,28
Wisconsin,downwind,Covered,N-3,0.5,35,28
Wisconsin,downwind,Covered,N-3,0.5,40,28
Wisconsin,downwind,Covered,N-3,1,35,28
Wisconsin,downwind,Covered,N-3,1,35,28
Wisconsin,downwind,Covered,N-3,1,35,28
Wisconsin,downwind,Covered,N-3,1.5,30,28
Wisconsin,downwind,Covered,N-3,1.5,30,28
Wisconsin,downwind,Covered,N-3,1.5,25,28
Wisconsin,downwind,Covered,N-3,2,20,28
Wisconsin,downwind,Covered,N-3,2,25,28
Wisconsin,downwind,Covered,N-3,2,20,28
Wisconsin,downwind,Covered,N-3,2.5,20,28
Wisconsin,downwind,Covered,N-3,2.5,20,28
Wisconsin,downwind,Covered,N-3,2.5,15,28
Wisconsin,downwind,Covered,N-3,3,15,28
Wisconsin,downwind,Covered,N-3,3,20,28
Wisconsin,downwind,Covered,N-3,3,15,28
Wisconsin,downwind,Covered,N-3,3.5,15,28
Wisconsin,downwind,Covered,N-3,3.5,10,28
Wisconsin,downwind,Covered,N-3,3.5,10,28
Wisconsin,downwind,Covered,N-3,4,10,28
Wisconsin,downwind,Covered,N-3,4,5,28
Wisconsin,downwind,Covered,N-3,4,8,28
Wisconsin,downwind,Covered,N-3,4.5,5,28
Wisconsin,downwind,Covered,N-3,4.5,2,28
Wisconsin,downwind,Covered,N-3,4.5,5,28
Wisconsin,downwind,Covered,N-3,5,8,28
Wisconsin,downwind,Covered,N-3,5,5,28
Wisconsin,downwind,Covered,N-3,5,5,28
Wisconsin,downwind,Covered,N-3,5.5,5,28
Wisconsin,downwind,Covered,N-3,5.5,8,28
Wisconsin,downwind,Covered,N-3,5.5,5,28
Wisconsin,downwind,Covered,N-3,6,5,28
Wisconsin,downwind,Covered,N-3,6,5,28
Wisconsin,downwind,Covered,N-3,6,5,28
Wisconsin,downwind,Covered,N-3,6.5,2,28
Wisconsin,downwind,Covered,N-3,6.5,2,28
Wisconsin,downwind,Covered,N-3,6.5,2,28
Wisconsin,downwind,Covered,N-3,7,3,28
Wisconsin,downwind,Covered,N-3,7,2,28
Wisconsin,downwind,Covered,N-3,7,2,28
Wisconsin,downwind,Covered,N-3,7.5,1,28
Wisconsin,downwind,Covered,N-3,7.5,2,28
Wisconsin,downwind,Covered,N-3,7.5,2,28
Wisconsin,downwind,Covered,N-3,8,2,28
Wisconsin,downwind,Covered,N-3,8,2,28
Wisconsin,downwind,Covered,N-3,8,2,28
Wisconsin,downwind,Covered,N-3,8.5,2,28
Wisconsin,downwind,Covered,N-3,8.5,2,28
Wisconsin,downwind,Covered,N-3,8.5,2,28
Wisconsin,downwind,Covered,N-3,9,1,28
Wisconsin,downwind,Covered,N-3,9,2,28
Wisconsin,downwind,Covered,N-3,9,2,28
Wisconsin,downwind,Covered,N-3,9.5,2,28
Wisconsin,downwind,Covered,N-3,9.5,2,28
Wisconsin,downwind,Covered,N-3,9.5,1,28
Wisconsin,downwind,Covered,N-3,10,1,28
Wisconsin,downwind,Covered,N-3,10,1,28
Wisconsin,downwind,Covered,N-3,10,1,28
Wisconsin,upwind,Covered,S-1,0,0,28
Wisconsin,upwind,Covered,S-1,0,0,28
Wisconsin,upwind,Covered,S-1,0,0,28
Wisconsin,upwind,Covered,S-1,0.5,15,28
Wisconsin,upwind,Covered,S-1,0.5,0,28
Wisconsin,upwind,Covered,S-1,0.5,0,28
Wisconsin,upwind,Covered,S-1,1,0,28
Wisconsin,upwind,Covered,S-1,1,0,28
Wisconsin,upwind,Covered,S-1,1,0,28
Wisconsin,upwind,Covered,S-1,1.5,0,28
Wisconsin,upwind,Covered,S-1,1.5,0,28
Wisconsin,upwind,Covered,S-1,1.5,0,28
Wisconsin,upwind,Covered,S-1,2,0,28
Wisconsin,upwind,Covered,S-1,2,0,28
Wisconsin,upwind,Covered,S-1,2,0,28
Wisconsin,upwind,Covered,S-1,2.5,0,28
Wisconsin,upwind,Covered,S-1,2.5,0,28
Wisconsin,upwind,Covered,S-1,2.5,0,28
Wisconsin,upwind,Covered,S-1,3,0,28
Wisconsin,upwind,Covered,S-1,3,0,28
Wisconsin,upwind,Covered,S-1,3,0,28
Wisconsin,upwind,Covered,S-1,3.5,0,28
Wisconsin,upwind,Covered,S-1,3.5,0,28
Wisconsin,upwind,Covered,S-1,3.5,0,28
Wisconsin,upwind,Covered,S-1,4,0,28
Wisconsin,upwind,Covered,S-1,4,0,28
Wisconsin,upwind,Covered,S-1,4,0,28
Wisconsin,upwind,Covered,S-1,4.5,0,28
Wisconsin,upwind,Covered,S-1,4.5,0,28
Wisconsin,upwind,Covered,S-1,4.5,0,28
Wisconsin,upwind,Covered,S-1,5,0,28
Wisconsin,upwind,Covered,S-1,5,0,28
Wisconsin,upwind,Covered,S-1,5,0,28
Wisconsin,upwind,Covered,S-1,5.5,0,28
Wisconsin,upwind,Covered,S-1,5.5,0,28
Wisconsin,upwind,Covered,S-1,5.5,0,28
Wisconsin,upwind,Covered,S-1,6,0,28
Wisconsin,upwind,Covered,S-1,6,0,28
Wisconsin,upwind,Covered,S-1,6,0,28
Wisconsin,upwind,Covered,S-1,6.5,0,28
Wisconsin,upwind,Covered,S-1,6.5,0,28
Wisconsin,upwind,Covered,S-1,6.5,0,28
Wisconsin,upwind,Covered,S-1,7,0,28
Wisconsin,upwind,Covered,S-1,7,0,28
Wisconsin,upwind,Covered,S-1,7,0,28
Wisconsin,upwind,Covered,S-1,7.5,0,28
Wisconsin,upwind,Covered,S-1,7.5,0,28
Wisconsin,upwind,Covered,S-1,7.5,0,28
Wisconsin,upwind,Covered,S-1,8,0,28
Wisconsin,upwind,Covered,S-1,8,0,28
Wisconsin,upwind,Covered,S-1,8,0,28
Wisconsin,upwind,Covered,S-1,8.5,0,28
Wisconsin,upwind,Covered,S-1,8.5,0,28
Wisconsin,upwind,Covered,S-1,8.5,0,28
Wisconsin,upwind,Covered,S-1,9,0,28
Wisconsin,upwind,Covered,S-1,9,0,28
Wisconsin,upwind,Covered,S-1,9,0,28
Wisconsin,upwind,Covered,S-1,9.5,0,28
Wisconsin,upwind,Covered,S-1,9.5,0,28
Wisconsin,upwind,Covered,S-1,9.5,0,28
Wisconsin,upwind,Covered,S-1,10,0,28
Wisconsin,upwind,Covered,S-1,10,0,28
Wisconsin,upwind,Covered,S-1,10,0,28
Wisconsin,upwind,Non-covered,S-1,12.5,0,28
Wisconsin,upwind,Non-covered,S-1,12.5,0,28
Wisconsin,upwind,Non-covered,S-1,12.5,0,28
Wisconsin,upwind,Non-covered,S-1,14.5,0,28
Wisconsin,upwind,Non-covered,S-1,14.5,0,28
Wisconsin,upwind,Non-covered,S-1,14.5,0,28
Wisconsin,upwind,Non-covered,S-1,16.5,0,28
Wisconsin,upwind,Non-covered,S-1,16.5,0,28
Wisconsin,upwind,Non-covered,S-1,16.5,0,28
Wisconsin,upwind,Non-covered,S-1,18.5,0,28
Wisconsin,upwind,Non-covered,S-1,18.5,0,28
Wisconsin,upwind,Non-covered,S-1,18.5,0,28
Wisconsin,upwind,Non-covered,S-1,20.5,0,28
Wisconsin,upwind,Non-covered,S-1,20.5,0,28
Wisconsin,upwind,Non-covered,S-1,20.5,0,28
Wisconsin,upwind,Non-covered,S-1,22.5,0,28
Wisconsin,upwind,Non-covered,S-1,22.5,0,28
Wisconsin,upwind,Non-covered,S-1,22.5,0,28
Wisconsin,upwind,Non-covered,S-1,24.5,0,28
Wisconsin,upwind,Non-covered,S-1,24.5,0,28
Wisconsin,upwind,Non-covered,S-1,24.5,0,28
Wisconsin,upwind,Non-covered,S-1,26.5,0,28
Wisconsin,upwind,Non-covered,S-1,26.5,0,28
Wisconsin,upwind,Non-covered,S-1,26.5,0,28
Wisconsin,upwind,Non-covered,S-1,28.5,0,28
Wisconsin,upwind,Non-covered,S-1,28.5,0,28
Wisconsin,upwind,Non-covered,S-1,28.5,0,28
Wisconsin,upwind,Non-covered,S-1,30.5,0,28
Wisconsin,upwind,Non-covered,S-1,30.5,0,28
Wisconsin,upwind,Non-covered,S-1,30.5,0,28
Wisconsin,downwind,Non-covered,N-2,12.5,1,28
Wisconsin,downwind,Non-covered,N-2,12.5,1,28
Wisconsin,downwind,Non-covered,N-2,12.5,1,28
Wisconsin,downwind,Non-covered,N-2,14.5,2,28
Wisconsin,downwind,Non-covered,N-2,14.5,1,28
Wisconsin,downwind,Non-covered,N-2,14.5,1,28
Wisconsin,downwind,Non-covered,N-2,16.5,2,28
Wisconsin,downwind,Non-covered,N-2,16.5,1,28
Wisconsin,downwind,Non-covered,N-2,16.5,1,28
Wisconsin,downwind,Non-covered,N-2,18.5,2,28
Wisconsin,downwind,Non-covered,N-2,18.5,1,28
Wisconsin,downwind,Non-covered,N-2,18.5,1,28
Wisconsin,downwind,Non-covered,N-2,20.5,1,28
Wisconsin,downwind,Non-covered,N-2,20.5,1,28
Wisconsin,downwind,Non-covered,N-2,20.5,1,28
Wisconsin,downwind,Non-covered,N-2,22.5,1,28
Wisconsin,downwind,Non-covered,N-2,22.5,1,28
Wisconsin,downwind,Non-covered,N-2,22.5,1,28
Wisconsin,downwind,Non-covered,N-2,24.5,1,28
Wisconsin,downwind,Non-covered,N-2,24.5,0,28
Wisconsin,downwind,Non-covered,N-2,24.5,0,28
Wisconsin,downwind,Non-covered,N-2,26.5,0,28
Wisconsin,downwind,Non-covered,N-2,26.5,0,28
Wisconsin,downwind,Non-covered,N-2,26.5,0,28
Wisconsin,downwind,Non-covered,N-2,28.5,0,28
Wisconsin,downwind,Non-covered,N-2,28.5,0,28
Wisconsin,downwind,Non-covered,N-2,28.5,0,28
Wisconsin,downwind,Non-covered,N-2,30.5,0,28
Wisconsin,downwind,Non-covered,N-2,30.5,0,28
Wisconsin,downwind,Non-covered,N-2,30.5,0,28
Wisconsin,downwind,Non-covered,N-3,12.5,2,28
Wisconsin,downwind,Non-covered,N-3,12.5,1,28
Wisconsin,downwind,Non-covered,N-3,12.5,2,28
Wisconsin,downwind,Non-covered,N-3,14.5,1,28
Wisconsin,downwind,Non-covered,N-3,14.5,1,28
Wisconsin,downwind,Non-covered,N-3,14.5,2,28
Wisconsin,downwind,Non-covered,N-3,16.5,2,28
Wisconsin,downwind,Non-covered,N-3,16.5,2,28
Wisconsin,downwind,Non-covered,N-3,16.5,1,28
Wisconsin,downwind,Non-covered,N-3,18.5,3,28
Wisconsin,downwind,Non-covered,N-3,18.5,2,28
Wisconsin,downwind,Non-covered,N-3,18.5,2,28
Wisconsin,downwind,Non-covered,N-3,20.5,1,28
Wisconsin,downwind,Non-covered,N-3,20.5,1,28
Wisconsin,downwind,Non-covered,N-3,20.5,1,28
Wisconsin,downwind,Non-covered,N-3,22.5,2,28
Wisconsin,downwind,Non-covered,N-3,22.5,1,28
Wisconsin,downwind,Non-covered,N-3,22.5,1,28
Wisconsin,downwind,Non-covered,N-3,24.5,1,28
Wisconsin,downwind,Non-covered,N-3,24.5,1,28
Wisconsin,downwind,Non-covered,N-3,24.5,1,28
Wisconsin,downwind,Non-covered,N-3,26.5,0,28
Wisconsin,downwind,Non-covered,N-3,26.5,0,28
Wisconsin,downwind,Non-covered,N-3,26.5,0,28
Wisconsin,downwind,Non-covered,N-3,28.5,1,28
Wisconsin,downwind,Non-covered,N-3,28.5,0,28
Wisconsin,downwind,Non-covered,N-3,28.5,0,28
Wisconsin,downwind,Non-covered,N-3,30.5,0,28
Wisconsin,downwind,Non-covered,N-3,30.5,0,28
Wisconsin,downwind,Non-covered,N-3,30.5,0,28
